lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,qc_failures,completion_hours
Progressive,2.42,1.74,Anti Glare,Retail,1,1,2,72
Single Vision,-4.86,1.74,Photochromic,Retail,0,1,1,69
Bifocal,-7.08,1.67,Anti Glare,Hospital,0,1,1,83
Bifocal,-7.64,1.74,Anti Glare,Retail,0,1,0,67
Bifocal,-5.29,1.67,Standard,Retail,1,0,3,94
Bifocal,-7.94,1.67,Anti Glare,Hospital,1,0,1,105
Single Vision,-5.57,1.67,Anti Glare,Hospital,0,0,1,73
Progressive,3.76,1.56,Anti Glare,Premium,1,0,3,107
Bifocal,-0.06,1.50,Standard,Hospital,0,1,0,66
Bifocal,-0.12,1.56,Anti Glare,Retail,0,0,0,88
Bifocal,-6.53,1.74,Standard,Retail,1,1,1,81
Single Vision,-7.03,1.67,Blue Cut,Premium,0,0,2,104
Bifocal,-0.69,1.67,Anti Glare,Retail,1,1,3,80
Single Vision,-4.39,1.67,Anti Glare,Retail,0,0,3,77
Single Vision,-0.97,1.50,Blue Cut,Premium,0,0,2,99
Single Vision,2.5,1.67,Photochromic,Hospital,1,0,0,64
Single Vision,-6.34,1.56,Anti Glare,Hospital,1,1,0,46
Bifocal,-3.58,1.74,Photochromic,Premium,1,1,1,66
Single Vision,-0.83,1.56,Anti Glare,Hospital,1,0,0,71
Progressive,2.56,1.50,Standard,Retail,1,0,1,90
Single Vision,-6.24,1.50,Photochromic,Premium,0,0,2,94
Single Vision,3.83,1.50,Standard,Retail,0,0,0,76
Single Vision,-2.65,1.67,Blue Cut,Retail,1,0,3,92
Bifocal,-3.7,1.67,Anti Glare,Retail,1,1,0,50
Progressive,-2.56,1.56,Standard,Retail,1,1,3,56
Bifocal,-2.45,1.74,Photochromic,Retail,0,0,1,107
Progressive,-1.69,1.50,Standard,Retail,0,1,3,95
Progressive,3.87,1.50,Blue Cut,Retail,0,0,1,89
Progressive,-7.61,1.50,Anti Glare,Hospital,1,0,3,100
Progressive,-0.64,1.56,Photochromic,Hospital,0,0,3,102
Bifocal,0.5,1.50,Standard,Hospital,1,0,1,69
Single Vision,-2.21,1.56,Standard,Premium,0,0,3,96
Single Vision,-0.99,1.50,Photochromic,Premium,0,1,3,54
Progressive,-5.11,1.67,Standard,Retail,1,1,1,96
Single Vision,-2.9,1.50,Standard,Premium,1,0,2,70
Progressive,-7.67,1.67,Anti Glare,Hospital,1,1,1,90
Bifocal,-0.76,1.56,Blue Cut,Premium,1,0,1,67
Single Vision,-4.65,1.74,Photochromic,Retail,0,0,2,87
Single Vision,-3.97,1.67,Standard,Premium,0,1,3,66
Progressive,-4.03,1.56,Blue Cut,Premium,0,1,1,104
Progressive,-2.3,1.50,Anti Glare,Premium,1,1,2,62
Progressive,-1.42,1.50,Photochromic,Retail,0,0,2,115
Single Vision,-3.58,1.50,Photochromic,Retail,0,0,2,76
Progressive,2.8,1.67,Photochromic,Retail,1,1,2,87
Single Vision,3.46,1.50,Anti Glare,Retail,0,1,2,53
Progressive,-3.76,1.67,Anti Glare,Hospital,1,0,1,71
Progressive,-6.38,1.67,Standard,Premium,1,1,0,87
Progressive,-6.33,1.74,Anti Glare,Premium,1,1,0,63
Single Vision,1.19,1.50,Anti Glare,Hospital,0,0,1,50
Single Vision,-5.13,1.74,Blue Cut,Premium,1,0,3,113
Progressive,-7.0,1.74,Standard,Premium,1,0,1,115
Bifocal,3.24,1.56,Anti Glare,Hospital,1,0,1,63
Bifocal,0.83,1.67,Blue Cut,Retail,1,0,1,109
Single Vision,1.67,1.56,Photochromic,Retail,1,1,1,42
Progressive,1.72,1.67,Blue Cut,Premium,0,1,0,84
Bifocal,-3.91,1.50,Photochromic,Hospital,1,1,3,58
Single Vision,0.07,1.56,Blue Cut,Retail,0,1,0,52
Bifocal,1.69,1.74,Blue Cut,Hospital,1,1,0,53
Progressive,-7.94,1.67,Anti Glare,Hospital,0,1,0,71
Bifocal,-6.27,1.56,Standard,Retail,0,1,3,103
Progressive,-1.22,1.56,Blue Cut,Hospital,1,0,2,121
Bifocal,-3.42,1.50,Photochromic,Hospital,1,0,2,97
Bifocal,-7.99,1.56,Anti Glare,Premium,0,0,0,90
Single Vision,2.56,1.67,Anti Glare,Hospital,1,1,3,66
Bifocal,-0.8,1.50,Anti Glare,Premium,0,1,3,87
Progressive,-3.51,1.67,Standard,Premium,1,1,3,105
Bifocal,1.09,1.56,Anti Glare,Hospital,0,0,2,68
Bifocal,-6.32,1.50,Photochromic,Premium,1,1,3,105
Bifocal,3.44,1.56,Standard,Premium,0,0,3,83
Progressive,-1.31,1.56,Blue Cut,Hospital,0,1,2,75
Bifocal,-7.03,1.67,Anti Glare,Hospital,1,1,0,43
Bifocal,-6.55,1.50,Standard,Hospital,0,0,2,102
Single Vision,-5.24,1.56,Blue Cut,Hospital,1,0,1,62
Progressive,-1.09,1.56,Anti Glare,Premium,0,0,1,81
Bifocal,0.67,1.67,Anti Glare,Hospital,0,1,1,52
Progressive,-5.98,1.56,Blue Cut,Retail,1,0,2,133
Progressive,-5.75,1.67,Anti Glare,Hospital,1,0,1,119
Bifocal,1.62,1.56,Blue Cut,Hospital,0,0,1,83
Single Vision,-2.2,1.74,Blue Cut,Premium,0,0,0,78
Bifocal,-0.41,1.50,Photochromic,Retail,0,1,3,69
Bifocal,-7.26,1.74,Standard,Premium,0,0,2,124
Progressive,-0.85,1.67,Blue Cut,Retail,1,1,0,58
Progressive,-4.31,1.74,Blue Cut,Premium,1,1,1,64
Single Vision,-3.8,1.56,Blue Cut,Premium,0,1,1,48
Single Vision,-2.98,1.67,Standard,Hospital,1,0,3,81
Progressive,1.02,1.56,Anti Glare,Hospital,0,1,0,93
Progressive,3.32,1.74,Photochromic,Retail,0,1,0,112
Single Vision,-0.39,1.74,Standard,Premium,0,1,1,49
Progressive,-7.92,1.56,Anti Glare,Hospital,0,1,2,69
Bifocal,-2.18,1.74,Standard,Retail,1,1,1,51
Progressive,-2.84,1.56,Anti Glare,Premium,1,1,2,71
Single Vision,-2.03,1.50,Standard,Premium,0,1,2,40
Progressive,0.86,1.56,Anti Glare,Hospital,1,1,1,55
Bifocal,-7.77,1.56,Blue Cut,Hospital,0,1,2,100
Single Vision,0.06,1.56,Blue Cut,Hospital,0,1,0,32
Single Vision,3.07,1.67,Anti Glare,Retail,0,0,1,67
Bifocal,-5.88,1.74,Anti Glare,Premium,1,1,1,81
Single Vision,-7.87,1.50,Blue Cut,Premium,0,1,0,45
Single Vision,3.26,1.56,Photochromic,Retail,0,0,3,97
Single Vision,-1.03,1.67,Photochromic,Hospital,1,0,2,54
Progressive,-2.8,1.56,Anti Glare,Premium,1,0,1,84
Single Vision,2.49,1.50,Photochromic,Hospital,1,1,3,45
Single Vision,-5.61,1.74,Anti Glare,Premium,1,0,0,66
Bifocal,0.82,1.67,Anti Glare,Hospital,0,1,0,66
Bifocal,0.16,1.50,Photochromic,Hospital,0,1,3,74
Progressive,-3.29,1.67,Anti Glare,Retail,0,0,1,90
Bifocal,-2.0,1.67,Photochromic,Retail,0,1,3,95
Single Vision,-2.66,1.56,Standard,Retail,1,1,2,38
Progressive,-3.67,1.74,Photochromic,Hospital,1,0,1,96
Single Vision,3.22,1.74,Standard,Hospital,0,1,2,48
Bifocal,-4.54,1.74,Blue Cut,Premium,1,0,0,86
Single Vision,3.09,1.50,Photochromic,Premium,1,0,3,80
Progressive,0.41,1.67,Anti Glare,Hospital,1,1,2,87
Bifocal,-3.44,1.50,Photochromic,Hospital,1,0,3,115
Single Vision,-2.41,1.74,Blue Cut,Hospital,0,1,1,53
Progressive,-3.2,1.67,Blue Cut,Premium,0,1,3,104
Single Vision,1.76,1.74,Anti Glare,Premium,0,0,2,90
Progressive,0.94,1.74,Photochromic,Retail,1,0,1,101
Single Vision,-6.74,1.67,Anti Glare,Premium,1,0,3,102
Bifocal,0.78,1.67,Photochromic,Hospital,1,1,0,70
Bifocal,-2.85,1.56,Blue Cut,Premium,0,1,2,61
Progressive,-5.12,1.67,Anti Glare,Hospital,0,1,1,112
Bifocal,-1.27,1.67,Blue Cut,Hospital,1,1,1,81
Bifocal,-4.85,1.50,Anti Glare,Retail,0,1,3,84
Single Vision,0.96,1.67,Anti Glare,Premium,0,0,2,90
Bifocal,-6.45,1.67,Anti Glare,Retail,1,1,3,102
Bifocal,1.79,1.74,Anti Glare,Premium,1,1,2,80
Bifocal,-2.2,1.56,Anti Glare,Hospital,1,0,1,87
Single Vision,0.74,1.56,Anti Glare,Hospital,1,1,2,27
Progressive,-7.49,1.74,Anti Glare,Retail,0,0,0,124
Progressive,-7.96,1.56,Standard,Retail,0,0,2,104
Progressive,-2.88,1.56,Standard,Premium,0,1,1,65
Single Vision,-1.77,1.56,Standard,Retail,1,0,2,60
Single Vision,-0.59,1.56,Blue Cut,Premium,1,1,1,35
Progressive,-7.67,1.50,Photochromic,Premium,1,0,0,106
Bifocal,-0.98,1.50,Photochromic,Retail,1,1,1,45
Progressive,-1.2,1.56,Standard,Hospital,0,0,0,109
Progressive,-5.98,1.50,Photochromic,Retail,0,0,3,137
Progressive,3.48,1.56,Anti Glare,Hospital,0,1,0,60
Single Vision,2.54,1.50,Anti Glare,Hospital,1,1,1,33
Single Vision,-4.47,1.56,Blue Cut,Premium,1,1,0,26
Single Vision,0.27,1.50,Standard,Hospital,0,1,3,43
Bifocal,3.14,1.56,Blue Cut,Hospital,1,1,3,83
Bifocal,-4.7,1.74,Blue Cut,Hospital,1,0,1,100
Bifocal,1.35,1.50,Standard,Hospital,1,1,0,53
Single Vision,0.1,1.74,Photochromic,Premium,1,0,2,84
Progressive,-7.88,1.50,Anti Glare,Retail,1,1,0,89
Single Vision,-2.49,1.50,Standard,Retail,1,1,2,36
Progressive,2.39,1.67,Standard,Hospital,1,0,1,89
Single Vision,-1.31,1.74,Anti Glare,Hospital,0,0,1,65
Bifocal,-7.07,1.56,Photochromic,Hospital,0,0,0,101
Progressive,-0.59,1.67,Standard,Hospital,0,0,1,102
Progressive,-0.33,1.50,Photochromic,Retail,1,1,1,60
Single Vision,-5.58,1.74,Blue Cut,Retail,0,0,3,95
Single Vision,-0.4,1.74,Standard,Retail,0,1,1,49
Progressive,3.57,1.74,Standard,Premium,1,1,1,91
Single Vision,-5.56,1.56,Photochromic,Retail,0,1,3,66
Progressive,-4.9,1.50,Standard,Premium,1,0,2,116
Bifocal,-2.47,1.67,Anti Glare,Hospital,1,1,3,74
Progressive,-0.39,1.67,Blue Cut,Hospital,1,1,1,78
Progressive,-1.37,1.50,Standard,Retail,0,1,0,63
Progressive,-4.21,1.67,Standard,Hospital,0,1,0,63
Single Vision,-3.7,1.50,Standard,Retail,0,1,1,46
Bifocal,-2.48,1.50,Standard,Retail,1,1,2,55
Progressive,-1.44,1.67,Photochromic,Premium,0,1,0,109
Progressive,-2.42,1.56,Photochromic,Retail,1,1,0,94
Single Vision,-1.57,1.74,Blue Cut,Hospital,0,1,0,58
Single Vision,-1.8,1.74,Blue Cut,Premium,1,1,0,37
Single Vision,3.17,1.74,Anti Glare,Hospital,0,0,2,84
Progressive,3.56,1.74,Blue Cut,Premium,0,0,0,97
Progressive,-4.35,1.56,Blue Cut,Retail,0,1,0,82
Bifocal,-3.27,1.74,Blue Cut,Premium,1,0,2,100
Single Vision,-1.43,1.56,Photochromic,Premium,0,1,0,32
Progressive,-6.01,1.50,Standard,Premium,1,0,2,137
Single Vision,-5.87,1.50,Blue Cut,Hospital,0,0,3,87
Progressive,0.91,1.74,Photochromic,Premium,0,0,0,130
Single Vision,-0.14,1.56,Blue Cut,Premium,0,0,3,86
Progressive,1.81,1.50,Standard,Premium,0,0,1,116
Bifocal,-6.82,1.67,Blue Cut,Hospital,1,1,3,99
Single Vision,-1.6,1.67,Anti Glare,Premium,1,1,3,53
Single Vision,-6.27,1.50,Standard,Retail,0,1,1,57
Progressive,-4.31,1.56,Photochromic,Premium,1,1,2,66
Single Vision,-7.12,1.56,Standard,Premium,1,1,1,48
Single Vision,0.56,1.67,Standard,Hospital,0,1,3,67
Bifocal,-3.55,1.50,Blue Cut,Retail,1,0,0,56
Single Vision,-5.5,1.67,Anti Glare,Retail,0,1,0,55
Bifocal,-5.7,1.67,Blue Cut,Retail,0,0,2,134
Single Vision,-1.47,1.50,Standard,Premium,0,1,1,38
Bifocal,-5.65,1.50,Standard,Retail,1,1,3,98
Single Vision,-7.24,1.67,Anti Glare,Retail,1,0,3,67
Single Vision,2.11,1.67,Photochromic,Hospital,0,0,3,76
Single Vision,-2.28,1.50,Anti Glare,Retail,1,0,3,92
Progressive,-4.12,1.56,Standard,Premium,1,0,3,80
Bifocal,-4.49,1.50,Blue Cut,Retail,0,1,3,70
Bifocal,-2.46,1.67,Photochromic,Retail,0,1,0,69
Bifocal,3.56,1.74,Anti Glare,Hospital,0,1,0,50
Single Vision,-7.79,1.56,Photochromic,Retail,0,0,2,100
Bifocal,-7.69,1.67,Standard,Retail,0,0,2,89
Bifocal,-1.96,1.67,Blue Cut,Hospital,0,1,2,72
Bifocal,-3.8,1.74,Anti Glare,Hospital,0,0,3,112
Single Vision,3.46,1.50,Anti Glare,Hospital,0,1,1,39
Progressive,-6.38,1.67,Photochromic,Premium,1,0,1,106
Bifocal,-1.89,1.50,Standard,Retail,1,1,2,69
Single Vision,-5.48,1.74,Standard,Hospital,0,1,0,48
Progressive,-0.21,1.50,Standard,Hospital,0,0,0,101
Bifocal,0.89,1.74,Blue Cut,Premium,1,1,3,56
Progressive,-6.05,1.74,Photochromic,Hospital,1,0,2,133
Single Vision,-3.23,1.50,Anti Glare,Hospital,1,1,0,13
Bifocal,-6.7,1.67,Blue Cut,Hospital,0,1,1,94
Progressive,-0.81,1.67,Anti Glare,Retail,1,1,0,54
Bifocal,-3.02,1.67,Blue Cut,Retail,1,1,3,62
Progressive,-7.87,1.56,Photochromic,Premium,1,1,0,70
Single Vision,-4.06,1.67,Anti Glare,Premium,1,0,3,81
Bifocal,2.83,1.50,Photochromic,Retail,0,0,0,76
Single Vision,-7.61,1.50,Photochromic,Hospital,1,0,1,82
Progressive,-3.81,1.56,Blue Cut,Premium,0,0,0,102
Single Vision,-3.84,1.56,Standard,Premium,0,0,1,84
Progressive,-7.36,1.74,Blue Cut,Hospital,1,1,0,73
Bifocal,3.63,1.56,Standard,Hospital,1,1,0,35
Bifocal,-3.5,1.74,Anti Glare,Retail,1,0,0,58
Single Vision,-3.74,1.74,Standard,Hospital,0,1,2,54
Single Vision,-4.35,1.74,Blue Cut,Hospital,0,0,2,81
Bifocal,-2.15,1.50,Anti Glare,Premium,0,1,0,43
Bifocal,3.32,1.74,Standard,Premium,0,0,1,98
Bifocal,1.16,1.74,Anti Glare,Hospital,0,0,2,107
Single Vision,2.33,1.56,Anti Glare,Retail,1,0,3,80
Single Vision,0.05,1.67,Photochromic,Hospital,1,0,2,93
Bifocal,-2.73,1.74,Anti Glare,Hospital,0,0,2,120
Bifocal,-4.11,1.56,Anti Glare,Hospital,1,0,0,88
Bifocal,-5.91,1.56,Standard,Retail,1,1,3,77
Bifocal,0.06,1.50,Photochromic,Retail,1,1,0,58
Bifocal,-1.04,1.74,Blue Cut,Hospital,1,1,3,58
Progressive,-2.69,1.74,Photochromic,Hospital,1,0,0,125
Bifocal,0.85,1.50,Anti Glare,Premium,0,1,0,46
Progressive,1.01,1.56,Photochromic,Premium,1,0,1,109
Progressive,-3.08,1.74,Standard,Premium,1,1,3,118
Progressive,-5.38,1.67,Standard,Retail,1,1,1,89
Single Vision,2.35,1.74,Anti Glare,Retail,0,0,1,79
Bifocal,0.71,1.74,Photochromic,Retail,1,0,0,76
Progressive,-6.97,1.67,Standard,Retail,0,1,1,76
Progressive,-6.37,1.56,Standard,Retail,1,0,2,108
Single Vision,-1.83,1.67,Standard,Premium,0,1,1,57
Single Vision,-5.24,1.50,Photochromic,Hospital,0,1,3,71
Single Vision,-3.8,1.50,Standard,Retail,1,0,2,68
Single Vision,-1.79,1.74,Blue Cut,Retail,1,1,2,43
Single Vision,1.8,1.56,Blue Cut,Hospital,1,1,2,43
Progressive,-3.04,1.50,Photochromic,Hospital,0,0,3,126
Single Vision,1.66,1.56,Anti Glare,Premium,1,1,1,44
Single Vision,-6.25,1.50,Photochromic,Premium,0,1,3,92
Progressive,3.86,1.50,Blue Cut,Retail,1,0,2,93
Progressive,0.36,1.56,Blue Cut,Hospital,1,0,0,99
Progressive,-6.2,1.50,Blue Cut,Hospital,1,1,0,69
Bifocal,-3.57,1.67,Blue Cut,Hospital,1,1,0,64
Bifocal,1.96,1.67,Standard,Premium,0,1,1,48
Single Vision,-0.48,1.74,Blue Cut,Premium,1,0,3,88
Bifocal,-7.58,1.56,Photochromic,Premium,0,1,1,85
Bifocal,1.04,1.56,Blue Cut,Hospital,1,0,2,84
Progressive,0.73,1.74,Anti Glare,Premium,1,0,1,119
Progressive,-7.11,1.74,Photochromic,Retail,1,0,0,135
Bifocal,-5.02,1.74,Anti Glare,Retail,1,1,3,93
Bifocal,0.31,1.67,Blue Cut,Premium,1,1,1,46
Bifocal,-5.78,1.50,Blue Cut,Hospital,0,1,0,65
Single Vision,-7.25,1.56,Photochromic,Premium,1,0,3,66
Progressive,3.73,1.56,Blue Cut,Retail,1,1,3,97
Bifocal,-3.29,1.56,Photochromic,Retail,1,0,3,109
Progressive,-0.48,1.67,Photochromic,Hospital,0,0,2,125
Single Vision,-1.16,1.67,Photochromic,Hospital,0,1,1,53
Single Vision,-3.6,1.50,Blue Cut,Premium,0,1,2,50
Bifocal,-0.66,1.56,Photochromic,Premium,0,1,0,76
Single Vision,-5.94,1.74,Blue Cut,Retail,0,0,0,96
Single Vision,-0.09,1.56,Standard,Hospital,0,1,2,53
Progressive,3.16,1.74,Photochromic,Hospital,0,0,0,124
Bifocal,2.74,1.67,Standard,Premium,1,0,3,77
Single Vision,-4.57,1.50,Standard,Retail,1,0,3,77
Bifocal,2.14,1.50,Anti Glare,Hospital,1,1,3,52
Single Vision,-1.8,1.67,Blue Cut,Premium,1,0,2,68
Progressive,-6.07,1.67,Anti Glare,Hospital,1,1,3,74
Progressive,-4.78,1.56,Blue Cut,Premium,0,1,0,82
Single Vision,-6.05,1.67,Photochromic,Hospital,1,0,1,73
Bifocal,-3.59,1.67,Blue Cut,Premium,0,0,3,123
Progressive,1.42,1.50,Photochromic,Premium,0,0,3,109
Bifocal,-2.02,1.56,Anti Glare,Retail,0,0,1,73
Bifocal,-6.78,1.56,Anti Glare,Retail,1,1,1,84
Bifocal,-2.65,1.67,Anti Glare,Hospital,1,0,1,91
Progressive,0.64,1.50,Anti Glare,Hospital,1,0,2,118
Single Vision,-1.5,1.67,Blue Cut,Premium,0,1,0,52
Bifocal,2.25,1.67,Anti Glare,Premium,1,1,0,59
Progressive,1.14,1.56,Photochromic,Retail,1,1,0,90
Single Vision,0.41,1.56,Anti Glare,Retail,1,1,0,22
Progressive,3.27,1.56,Anti Glare,Retail,1,0,3,104
Single Vision,-6.87,1.67,Standard,Hospital,0,0,1,96
Bifocal,-7.91,1.67,Anti Glare,Retail,1,0,3,100
Single Vision,-6.61,1.50,Anti Glare,Premium,1,1,1,33
Progressive,-5.5,1.67,Photochromic,Hospital,0,0,0,152
Single Vision,-3.49,1.56,Photochromic,Retail,0,0,2,90
Bifocal,-0.77,1.56,Standard,Premium,1,1,2,70
Bifocal,1.87,1.74,Blue Cut,Hospital,1,1,0,60
Progressive,1.32,1.56,Standard,Retail,1,1,0,77
Progressive,-6.98,1.56,Anti Glare,Hospital,0,1,0,89
Single Vision,-7.95,1.74,Photochromic,Premium,0,0,3,121
Single Vision,-5.83,1.56,Standard,Retail,0,0,3,82
Single Vision,0.51,1.74,Anti Glare,Retail,0,1,3,62
Single Vision,-3.67,1.56,Standard,Retail,0,0,2,61
Progressive,-2.49,1.56,Photochromic,Premium,1,1,1,77
Bifocal,2.98,1.67,Standard,Hospital,1,1,3,51
Bifocal,-0.46,1.56,Standard,Retail,1,1,1,44
Single Vision,-7.61,1.67,Standard,Premium,0,1,2,55
Single Vision,-0.88,1.56,Blue Cut,Premium,0,1,3,59
Single Vision,-4.45,1.56,Photochromic,Premium,1,0,0,70
Progressive,0.66,1.67,Blue Cut,Retail,0,1,3,102
Single Vision,0.18,1.56,Photochromic,Retail,0,1,2,64
Single Vision,-2.03,1.67,Blue Cut,Retail,1,1,2,47
Bifocal,-1.37,1.50,Blue Cut,Retail,1,1,3,56
Bifocal,-0.1,1.56,Photochromic,Hospital,0,1,3,68
Progressive,-4.51,1.67,Standard,Retail,0,0,0,117
Bifocal,3.18,1.67,Anti Glare,Hospital,0,0,0,106
Single Vision,1.11,1.67,Photochromic,Premium,1,0,3,83
Single Vision,1.16,1.67,Standard,Retail,0,0,0,68
Single Vision,-7.3,1.56,Blue Cut,Premium,0,1,1,47
Progressive,-3.08,1.50,Blue Cut,Hospital,1,0,3,109
Progressive,2.26,1.74,Photochromic,Retail,1,0,0,99
Bifocal,0.68,1.56,Photochromic,Retail,0,0,0,90
Bifocal,-4.49,1.67,Anti Glare,Hospital,0,1,1,52
Progressive,-3.77,1.67,Standard,Hospital,0,0,0,104
Single Vision,-7.59,1.50,Photochromic,Hospital,0,1,3,82
Single Vision,-4.49,1.74,Photochromic,Premium,1,0,0,68
Bifocal,-1.1,1.50,Blue Cut,Retail,0,1,2,68
Bifocal,3.66,1.67,Blue Cut,Premium,1,1,2,58
Progressive,-7.83,1.56,Anti Glare,Retail,1,1,2,94
Single Vision,-5.96,1.50,Blue Cut,Hospital,1,0,1,95
Bifocal,-1.02,1.56,Standard,Premium,0,1,3,72
Progressive,-6.22,1.50,Blue Cut,Premium,0,0,3,135
Bifocal,-4.59,1.50,Blue Cut,Retail,0,0,3,107
Bifocal,2.56,1.50,Photochromic,Retail,1,1,0,48
Progressive,-5.82,1.67,Blue Cut,Premium,1,1,2,82
Single Vision,0.74,1.56,Anti Glare,Hospital,1,1,2,31
Single Vision,-5.77,1.50,Blue Cut,Premium,1,0,0,75
Bifocal,0.34,1.74,Standard,Retail,0,1,1,81
Single Vision,3.38,1.50,Blue Cut,Premium,1,1,1,25
Single Vision,3.99,1.50,Anti Glare,Premium,0,1,3,64
Progressive,-1.85,1.67,Photochromic,Hospital,0,1,2,77
Progressive,-3.44,1.50,Standard,Retail,0,0,3,108
Progressive,0.71,1.50,Standard,Hospital,0,1,1,81
Progressive,-7.89,1.67,Photochromic,Premium,0,1,3,88
Bifocal,-3.26,1.56,Standard,Premium,1,0,2,73
Bifocal,1.15,1.74,Standard,Hospital,1,1,2,61
Progressive,-5.46,1.56,Photochromic,Premium,1,1,2,89
Progressive,3.81,1.50,Blue Cut,Premium,0,1,1,73
Progressive,-5.0,1.74,Anti Glare,Retail,0,0,1,115
Single Vision,-1.12,1.74,Photochromic,Premium,1,0,0,82
Single Vision,-6.35,1.74,Standard,Retail,1,1,2,52
Progressive,-0.86,1.50,Standard,Premium,0,1,0,78
Single Vision,-3.78,1.67,Standard,Premium,0,0,0,70
Bifocal,-1.73,1.74,Photochromic,Retail,1,0,2,100
Progressive,-3.98,1.50,Blue Cut,Hospital,0,0,0,104
Bifocal,-7.42,1.67,Photochromic,Hospital,0,1,3,85
Single Vision,3.86,1.56,Standard,Retail,0,0,1,62
Single Vision,-4.42,1.67,Blue Cut,Premium,0,0,1,81
Progressive,-4.5,1.67,Standard,Premium,0,1,0,99
Progressive,-4.5,1.56,Photochromic,Hospital,0,0,3,131
Single Vision,-7.82,1.50,Anti Glare,Premium,0,0,0,75
Progressive,-7.21,1.50,Photochromic,Retail,1,0,2,119
Progressive,-6.28,1.50,Blue Cut,Hospital,1,1,2,112
Single Vision,4.0,1.56,Photochromic,Retail,1,0,0,75
Single Vision,-5.65,1.56,Blue Cut,Premium,0,0,3,75
Progressive,-5.73,1.50,Anti Glare,Retail,1,0,3,102
Bifocal,0.43,1.67,Anti Glare,Retail,1,1,3,84
Progressive,-7.36,1.56,Blue Cut,Hospital,0,1,1,74
Progressive,2.35,1.74,Standard,Retail,1,0,0,99
Progressive,2.87,1.74,Standard,Hospital,0,1,0,60
Progressive,1.61,1.50,Anti Glare,Hospital,0,1,0,53
Bifocal,3.29,1.50,Blue Cut,Premium,0,0,0,86
Bifocal,-4.85,1.67,Standard,Hospital,1,0,1,83
Single Vision,-1.59,1.50,Photochromic,Retail,1,0,1,60
Progressive,3.66,1.74,Photochromic,Hospital,0,0,0,111
Progressive,-7.61,1.56,Anti Glare,Hospital,1,0,1,99
Bifocal,1.06,1.50,Anti Glare,Premium,1,1,0,37
Bifocal,0.42,1.50,Anti Glare,Premium,1,0,0,50
Bifocal,3.13,1.56,Anti Glare,Hospital,1,1,3,68
Progressive,-7.31,1.74,Anti Glare,Retail,1,1,0,75
Single Vision,-5.9,1.67,Blue Cut,Retail,0,0,2,91
Progressive,-7.79,1.50,Blue Cut,Retail,1,1,3,98
Progressive,-6.08,1.74,Standard,Retail,0,1,2,111
Single Vision,3.38,1.74,Photochromic,Hospital,0,1,2,75
Single Vision,3.1,1.56,Blue Cut,Premium,0,1,1,33
Single Vision,2.28,1.67,Standard,Premium,1,1,1,42
Single Vision,-6.17,1.50,Blue Cut,Hospital,0,1,0,52
Progressive,2.08,1.74,Standard,Premium,1,0,0,105
Progressive,-5.98,1.56,Blue Cut,Premium,1,0,1,94
Single Vision,-0.69,1.67,Anti Glare,Premium,0,0,2,87
Bifocal,0.52,1.56,Blue Cut,Retail,0,0,2,94
Bifocal,1.38,1.50,Photochromic,Premium,1,1,1,48
Single Vision,3.99,1.50,Blue Cut,Hospital,0,1,1,46
Progressive,-3.42,1.67,Standard,Retail,0,0,1,105
Progressive,-6.11,1.74,Blue Cut,Hospital,1,0,1,94
Bifocal,-3.38,1.67,Standard,Hospital,0,0,1,102
Progressive,-1.28,1.67,Anti Glare,Premium,1,1,2,96
Bifocal,-0.47,1.50,Anti Glare,Retail,1,1,0,49
Single Vision,3.48,1.50,Photochromic,Premium,0,0,3,82
Single Vision,2.95,1.50,Blue Cut,Retail,1,1,1,25
Progressive,-3.54,1.50,Photochromic,Premium,0,0,0,91
Bifocal,-1.13,1.56,Anti Glare,Premium,0,0,3,97
Progressive,-3.54,1.74,Blue Cut,Hospital,0,1,2,83
Single Vision,-3.26,1.56,Standard,Hospital,1,0,3,74
Bifocal,-6.74,1.67,Photochromic,Hospital,0,0,2,141
Single Vision,0.59,1.50,Standard,Hospital,1,1,0,38
Bifocal,-7.42,1.74,Standard,Premium,0,0,3,105
Single Vision,3.98,1.50,Photochromic,Hospital,0,1,2,59
Single Vision,-3.5,1.50,Photochromic,Premium,0,1,3,68
Single Vision,-7.85,1.74,Photochromic,Hospital,0,0,1,81
Single Vision,0.84,1.56,Standard,Retail,0,1,3,59
Progressive,-4.72,1.50,Photochromic,Premium,1,1,1,61
Progressive,-4.88,1.50,Anti Glare,Premium,1,1,0,46
Progressive,1.66,1.56,Anti Glare,Hospital,0,1,0,61
Progressive,3.87,1.50,Blue Cut,Retail,1,1,0,54
Progressive,-4.06,1.50,Anti Glare,Retail,1,0,3,119
Single Vision,-5.72,1.74,Blue Cut,Premium,0,1,3,72
Progressive,-6.95,1.56,Blue Cut,Premium,0,0,1,136
Single Vision,-4.72,1.74,Photochromic,Premium,1,1,3,57
Bifocal,-4.17,1.50,Anti Glare,Premium,1,0,1,87
Single Vision,-0.99,1.74,Standard,Hospital,0,1,1,36
Single Vision,-0.86,1.67,Standard,Retail,1,1,3,52
Bifocal,-3.88,1.74,Photochromic,Hospital,0,1,2,95
Single Vision,-6.67,1.74,Photochromic,Hospital,0,1,0,49
Single Vision,0.01,1.67,Photochromic,Premium,0,1,0,54
Single Vision,-6.35,1.74,Standard,Retail,1,1,0,42
