lens_type,power,lens_index,coating,store_type,rush_order,inventory_available,queue_depth,machine_load,utilization_percent,qc_failures,completion_hours
Single Vision,-5.19,1.67,Standard,Franchise,0,1,16,64,49,2,138.36
Single Vision,-2.4,1.67,Standard,Hospital,0,0,14,97,82,4,259.88
Progressive,-5.79,1.74,Standard,Retail,0,1,25,90,38,2,222.57
Bifocal,2.65,1.56,Standard,Franchise,0,0,24,96,95,1,261.02
Bifocal,1.07,1.56,Blue Cut,Retail,1,1,1,28,86,3,75.46
Progressive,0.3,1.74,Standard,Hospital,0,0,31,87,22,3,325.63
Single Vision,-7.93,1.50,Blue Cut,Hospital,1,0,13,24,88,1,167.97
Progressive,-0.32,1.67,Blue Cut,Hospital,0,1,22,61,33,4,204.79
Single Vision,-1.56,1.56,Standard,Hospital,0,0,14,55,54,1,192.49
Progressive,-2.51,1.56,Standard,Retail,1,0,8,73,49,0,176.53
Single Vision,-7.12,1.56,Standard,Hospital,0,1,10,82,46,2,129.62
Single Vision,-7.8,1.67,Photochromic,Retail,0,1,24,84,81,0,165.09
Single Vision,-6.75,1.67,Standard,Franchise,1,1,7,42,32,2,93.2
Single Vision,-4.41,1.74,Blue Cut,Franchise,0,1,0,87,91,4,135.61
Bifocal,2.06,1.67,Standard,Retail,0,1,34,90,46,4,250.01
Progressive,-2.98,1.56,Blue Cut,Retail,0,1,13,43,79,4,157.33
Single Vision,-0.09,1.56,Standard,Retail,0,0,34,99,48,0,282.81
Bifocal,-7.43,1.56,Standard,Hospital,0,1,21,94,43,0,160.38
Single Vision,-4.84,1.56,Standard,Retail,0,1,38,68,39,3,241.04
Bifocal,1.95,1.74,Standard,Franchise,0,1,6,96,43,1,134.71
Single Vision,1.07,1.56,Standard,Franchise,0,1,38,95,72,3,251.81
Bifocal,-5.58,1.74,Blue Cut,Franchise,0,1,17,86,76,2,184.38
Progressive,-6.87,1.67,Standard,Retail,0,1,33,31,84,0,170.01
Progressive,-4.49,1.67,Blue Cut,Retail,0,1,25,55,26,0,155.7
Bifocal,-1.78,1.67,Standard,Hospital,0,0,2,73,65,0,166.91
Single Vision,-1.53,1.74,Blue Cut,Hospital,0,1,7,88,86,3,150.61
Single Vision,-0.86,1.67,Standard,Hospital,0,0,9,99,99,0,197.99
Bifocal,-5.47,1.67,Standard,Hospital,0,1,16,88,23,4,186.72
Single Vision,-4.89,1.67,Standard,Retail,0,1,35,34,35,1,176.4
Single Vision,-3.11,1.56,Photochromic,Hospital,0,0,38,17,61,1,273.66
Single Vision,-4.38,1.67,Blue Cut,Retail,0,1,23,85,25,1,159.37
Single Vision,-0.72,1.67,Standard,Franchise,1,1,24,51,37,1,130.77
Single Vision,-2.11,1.74,Standard,Retail,0,1,19,41,84,0,129.13
Progressive,-1.43,1.67,Blue Cut,Retail,1,0,33,32,82,2,271.4
Progressive,1.14,1.50,Standard,Retail,0,1,33,25,62,0,173.55
Single Vision,-0.14,1.56,Blue Cut,Retail,0,1,31,33,95,2,179.18
Progressive,-3.6,1.67,Standard,Franchise,0,1,30,60,56,4,231.61
Single Vision,-7.88,1.74,Standard,Franchise,1,1,2,50,65,0,63.78
Bifocal,-7.11,1.56,Blue Cut,Hospital,0,1,5,81,71,4,142.2
Single Vision,2.77,1.74,Standard,Hospital,0,0,38,23,65,2,287.64
Single Vision,-0.47,1.56,Photochromic,Retail,0,0,17,12,70,1,186.28
Progressive,-7.32,1.67,Standard,Franchise,0,0,34,98,52,0,296.9
Bifocal,-1.87,1.56,Photochromic,Franchise,0,1,9,86,77,4,179.49
Progressive,3.09,1.67,Standard,Hospital,0,0,37,33,92,4,317.28
Bifocal,-6.9,1.67,Blue Cut,Hospital,0,0,6,15,49,4,191.93
Single Vision,-6.07,1.67,Standard,Franchise,1,1,29,53,99,3,182.73
Single Vision,-0.07,1.50,Blue Cut,Hospital,0,1,23,86,35,1,172.62
Progressive,-6.31,1.56,Blue Cut,Retail,0,0,33,35,47,2,281.41
Single Vision,-7.9,1.56,Standard,Hospital,0,1,21,14,86,0,101.3
Single Vision,-0.12,1.67,Standard,Franchise,0,1,21,79,88,4,191.61
Progressive,-3.87,1.67,Photochromic,Retail,0,0,27,86,76,3,312.91
Bifocal,-3.78,1.50,Standard,Franchise,0,0,2,61,54,3,189.7
Progressive,-3.03,1.74,Photochromic,Retail,0,0,15,63,76,3,262.08
Progressive,-2.88,1.74,Standard,Hospital,0,1,13,90,40,3,177.07
Single Vision,-6.93,1.56,Standard,Retail,0,1,9,44,29,3,116.94
Bifocal,-6.94,1.67,Photochromic,Retail,1,0,10,62,51,2,205.83
Progressive,-5.64,1.50,Blue Cut,Retail,0,1,8,90,72,0,121.93
Single Vision,-4.64,1.50,Blue Cut,Hospital,1,1,11,19,53,3,108.8
Progressive,-3.24,1.50,Standard,Hospital,0,0,38,22,68,0,264.76
Single Vision,3.18,1.56,Blue Cut,Hospital,0,0,28,61,93,3,269.77
Progressive,1.88,1.67,Photochromic,Franchise,0,0,11,30,67,2,209.07
Single Vision,1.77,1.74,Photochromic,Franchise,0,1,3,57,80,4,140.06
Single Vision,3.47,1.56,Standard,Retail,0,1,11,54,64,4,147.8
Progressive,1.19,1.67,Blue Cut,Franchise,0,0,39,26,92,0,264.75
Single Vision,1.26,1.67,Photochromic,Franchise,0,1,0,59,69,0,70.03
Progressive,-7.68,1.67,Standard,Franchise,0,0,13,54,78,2,218.42
Single Vision,0.85,1.74,Standard,Retail,0,1,14,96,58,1,161.16
Bifocal,2.08,1.56,Standard,Retail,0,1,15,82,36,0,124.24
Single Vision,-4.12,1.50,Photochromic,Retail,0,1,23,72,93,2,177.12
Progressive,3.77,1.50,Blue Cut,Hospital,0,1,3,48,66,4,122.13
Single Vision,-2.89,1.67,Standard,Franchise,0,1,3,38,50,2,76.49
Single Vision,-1.46,1.56,Blue Cut,Hospital,0,1,19,10,42,3,132.31
Single Vision,3.98,1.67,Standard,Hospital,0,1,14,89,73,4,168.61
Progressive,2.65,1.50,Photochromic,Franchise,0,0,39,25,88,2,301.34
Progressive,-3.69,1.56,Standard,Hospital,0,0,6,52,65,3,205.46
Single Vision,-3.83,1.50,Standard,Retail,0,1,33,80,32,4,236.2
Single Vision,-3.91,1.50,Blue Cut,Retail,0,1,12,59,32,3,140.23
Bifocal,-7.59,1.67,Standard,Hospital,0,1,0,41,58,4,102.84
Progressive,-5.56,1.67,Standard,Hospital,0,1,7,59,23,1,107.74
Single Vision,-0.09,1.67,Photochromic,Hospital,0,1,37,28,64,3,223.21
Progressive,-3.69,1.67,Photochromic,Franchise,0,0,32,18,93,3,278.83
Progressive,3.43,1.56,Photochromic,Retail,0,1,26,75,60,1,201.13
Single Vision,3.49,1.67,Blue Cut,Franchise,0,1,33,63,68,2,201.78
Progressive,-3.9,1.67,Photochromic,Hospital,0,1,39,81,59,4,280.33
Progressive,-3.44,1.50,Standard,Hospital,0,1,34,94,45,0,216.08
Progressive,-3.63,1.50,Standard,Retail,0,1,24,92,81,0,186.67
Progressive,3.25,1.74,Standard,Franchise,0,0,0,18,90,2,159.21
Single Vision,-1.48,1.56,Blue Cut,Hospital,0,0,30,46,73,1,240.03
Single Vision,-1.24,1.74,Standard,Hospital,0,0,4,59,28,0,163.27
Progressive,0.93,1.56,Blue Cut,Franchise,0,1,35,34,79,0,181.18
Single Vision,-7.48,1.67,Standard,Franchise,0,1,29,91,77,1,201.37
Progressive,-7.6,1.67,Photochromic,Franchise,0,0,23,92,61,2,283.12
Progressive,-5.76,1.56,Blue Cut,Hospital,0,0,4,38,98,1,171.82
Single Vision,1.78,1.67,Photochromic,Retail,0,1,12,83,57,3,161.56
Bifocal,1.08,1.56,Blue Cut,Franchise,0,0,4,15,60,0,143.81
Bifocal,-1.59,1.50,Standard,Hospital,0,1,6,16,48,0,59.88
Progressive,3.8,1.50,Photochromic,Franchise,0,1,15,15,55,3,148.07
Progressive,-7.59,1.50,Photochromic,Franchise,0,1,14,79,32,2,167.53
Bifocal,3.6,1.67,Blue Cut,Franchise,1,1,19,49,80,4,175.63
Single Vision,0.2,1.74,Standard,Retail,0,1,30,39,44,0,159.69
Single Vision,3.39,1.50,Blue Cut,Retail,0,1,7,92,25,2,130.07
Single Vision,-4.3,1.74,Photochromic,Retail,0,1,2,32,31,0,70.43
Progressive,1.67,1.67,Standard,Retail,1,1,10,22,82,0,73.86
Single Vision,-3.11,1.67,Blue Cut,Franchise,0,0,38,34,99,1,261.09
Single Vision,-0.73,1.67,Photochromic,Hospital,0,1,32,30,77,1,172.67
Bifocal,-6.29,1.74,Standard,Franchise,0,1,24,59,66,2,189.12
Single Vision,3.9,1.74,Standard,Retail,0,0,17,12,72,3,221.15
Single Vision,-7.44,1.50,Blue Cut,Hospital,0,1,5,56,56,0,77.58
Single Vision,2.09,1.56,Blue Cut,Hospital,0,1,21,50,69,0,130.94
Bifocal,2.53,1.67,Photochromic,Hospital,0,0,23,21,56,2,238.75
Progressive,-7.38,1.56,Standard,Retail,0,1,32,23,62,1,187.21
Progressive,-3.53,1.56,Standard,Franchise,0,1,36,42,32,0,193.12
Bifocal,-2.51,1.67,Photochromic,Retail,0,0,5,69,55,4,225.53
Progressive,-0.72,1.56,Standard,Hospital,0,1,22,36,87,4,185.95
Bifocal,-2.82,1.67,Blue Cut,Retail,0,1,33,28,53,3,202.74
Single Vision,-1.3,1.56,Standard,Franchise,0,1,1,39,65,3,84.57
Bifocal,-1.96,1.74,Standard,Retail,1,0,19,29,52,3,230.82
Single Vision,-7.48,1.50,Standard,Franchise,1,1,26,89,66,4,218.61
Single Vision,1.56,1.74,Standard,Franchise,0,1,26,96,42,3,218.95
Progressive,-0.69,1.50,Photochromic,Franchise,0,0,11,47,32,3,227.62
Single Vision,-0.63,1.56,Photochromic,Hospital,0,1,11,86,71,4,171.19
Progressive,-1.49,1.67,Blue Cut,Retail,0,0,25,26,57,2,246.81
Single Vision,-6.05,1.50,Standard,Franchise,0,1,7,47,52,0,76.69
Single Vision,1.73,1.50,Standard,Franchise,0,0,39,10,44,2,266.51
Single Vision,-1.56,1.56,Photochromic,Hospital,0,0,32,74,53,3,296.2
Progressive,-5.32,1.67,Standard,Hospital,0,1,25,61,40,1,185.76
Single Vision,-7.88,1.50,Blue Cut,Retail,0,1,31,20,72,4,188.82
Bifocal,-3.43,1.67,Blue Cut,Franchise,1,0,25,55,75,1,233.23
Progressive,1.32,1.67,Standard,Hospital,0,1,14,66,22,4,176.36
Bifocal,-1.36,1.56,Blue Cut,Franchise,0,1,26,47,48,0,153.63
Single Vision,-2.02,1.56,Blue Cut,Retail,1,0,32,69,86,2,278.53
Bifocal,-0.04,1.56,Standard,Franchise,0,1,36,31,91,4,228.79
Progressive,-4.44,1.56,Blue Cut,Retail,0,1,31,37,33,4,221.81
Progressive,0.92,1.56,Standard,Hospital,0,0,17,28,32,1,205.21
Single Vision,-4.87,1.67,Standard,Retail,0,0,5,54,76,1,173.78
Progressive,0.91,1.67,Standard,Retail,0,1,1,98,76,4,145.58
Single Vision,-4.18,1.67,Standard,Retail,1,1,3,45,20,2,65.71
Bifocal,-0.87,1.50,Standard,Franchise,0,0,0,92,70,3,197.75
Progressive,3.56,1.67,Photochromic,Retail,1,0,12,78,40,0,216.67
Single Vision,0.84,1.56,Photochromic,Retail,0,0,5,30,68,4,196.0
Single Vision,1.71,1.74,Photochromic,Franchise,0,0,3,83,93,2,211.11
Bifocal,-1.41,1.50,Standard,Hospital,0,1,38,24,75,4,227.85
Single Vision,-0.84,1.74,Standard,Retail,0,0,15,77,52,1,230.5
Single Vision,-1.98,1.67,Blue Cut,Retail,0,1,34,35,45,2,183.71
Progressive,2.55,1.56,Standard,Hospital,0,0,21,45,27,3,255.47
Single Vision,0.05,1.56,Blue Cut,Retail,0,0,24,26,32,4,251.29
Progressive,0.85,1.74,Blue Cut,Franchise,1,0,9,21,91,4,208.29
Single Vision,-2.52,1.67,Standard,Franchise,0,0,15,11,50,2,189.33
Bifocal,2.12,1.56,Standard,Hospital,0,1,39,38,40,0,186.78
Single Vision,-6.89,1.50,Blue Cut,Hospital,0,0,10,57,72,4,219.91
Bifocal,0.25,1.67,Blue Cut,Franchise,0,1,15,68,67,0,129.79
Progressive,-4.88,1.56,Blue Cut,Retail,0,0,32,82,83,4,319.22
Single Vision,-7.75,1.50,Photochromic,Hospital,0,1,16,63,85,2,147.73
Single Vision,-1.95,1.50,Standard,Franchise,0,1,37,78,96,0,192.75
Progressive,2.39,1.56,Blue Cut,Franchise,0,0,8,30,79,3,195.45
Single Vision,2.87,1.56,Standard,Retail,0,1,8,54,80,0,86.47
Progressive,2.87,1.67,Blue Cut,Franchise,0,1,23,69,38,4,208.12
Progressive,-2.87,1.74,Blue Cut,Franchise,0,0,20,76,78,4,283.39
Single Vision,2.89,1.67,Blue Cut,Hospital,0,1,17,32,58,3,142.9
Progressive,-1.37,1.67,Standard,Retail,0,0,9,27,79,0,164.48
Single Vision,-1.37,1.50,Photochromic,Franchise,0,1,19,48,64,1,140.08
Single Vision,-6.52,1.56,Blue Cut,Retail,0,0,1,58,36,0,145.3
Bifocal,-0.82,1.67,Blue Cut,Hospital,1,0,13,96,93,0,196.67
Single Vision,-6.2,1.56,Blue Cut,Retail,0,0,21,87,96,0,231.53
Single Vision,-6.73,1.74,Standard,Franchise,1,1,2,51,44,0,61.92
Single Vision,1.6,1.67,Blue Cut,Hospital,0,0,39,34,54,1,273.49
Progressive,-0.35,1.50,Standard,Franchise,0,0,32,57,78,3,309.58
Progressive,-5.91,1.74,Photochromic,Hospital,0,1,31,53,30,3,232.08
Bifocal,-2.85,1.67,Photochromic,Franchise,0,0,3,37,63,4,203.01
Progressive,-2.34,1.67,Standard,Retail,0,1,12,99,39,1,151.7
Single Vision,-4.48,1.56,Standard,Retail,0,1,22,93,53,4,202.48
Progressive,-0.94,1.67,Photochromic,Hospital,0,0,12,36,65,2,224.4
Single Vision,-7.25,1.56,Blue Cut,Hospital,0,1,24,64,64,2,163.44
Single Vision,1.7,1.50,Blue Cut,Retail,0,0,10,25,52,2,183.56
Single Vision,-4.59,1.56,Standard,Franchise,0,0,5,78,98,2,192.49
Progressive,-7.35,1.67,Blue Cut,Retail,0,1,10,22,31,1,103.94
Bifocal,-3.75,1.74,Photochromic,Retail,0,1,2,75,52,1,129.33
Single Vision,-0.25,1.50,Standard,Hospital,0,1,32,80,25,0,183.14
Progressive,1.39,1.67,Standard,Retail,0,1,14,39,42,3,143.52
Single Vision,0.97,1.67,Photochromic,Retail,0,1,14,75,35,4,176.84
Single Vision,3.97,1.67,Standard,Retail,0,1,28,75,91,2,194.35
Progressive,-4.75,1.74,Standard,Franchise,0,1,13,29,24,3,141.28
Single Vision,3.93,1.74,Blue Cut,Retail,0,1,14,60,33,3,155.38
Progressive,1.92,1.74,Blue Cut,Hospital,0,1,7,68,95,3,155.55
Single Vision,2.56,1.67,Standard,Hospital,0,1,17,44,73,2,137.13
Single Vision,3.85,1.67,Standard,Retail,0,1,13,64,32,2,127.71
Single Vision,-3.43,1.50,Standard,Retail,0,0,30,73,61,4,310.23
Progressive,0.33,1.50,Blue Cut,Franchise,1,1,5,12,37,4,108.51
Single Vision,3.05,1.67,Standard,Hospital,0,0,39,26,32,2,274.17
Single Vision,2.31,1.74,Blue Cut,Retail,1,1,24,96,79,0,169.5
Single Vision,-0.22,1.56,Standard,Franchise,0,1,18,95,20,4,187.09
Single Vision,3.01,1.67,Blue Cut,Franchise,0,1,29,32,99,2,163.4
Bifocal,3.22,1.67,Photochromic,Hospital,0,0,22,95,81,2,275.91
Single Vision,-0.56,1.67,Standard,Franchise,0,0,21,41,36,1,222.22
Progressive,-7.12,1.67,Blue Cut,Hospital,1,1,13,33,44,0,97.96
Progressive,1.82,1.56,Standard,Hospital,0,1,16,68,42,3,172.06
Progressive,-2.0,1.56,Standard,Franchise,0,0,39,89,83,2,331.39
Progressive,-6.97,1.56,Blue Cut,Hospital,1,1,18,52,72,0,113.97
Single Vision,-3.08,1.50,Standard,Franchise,0,1,16,82,42,3,162.01
Progressive,3.2,1.56,Standard,Franchise,0,0,34,66,52,0,290.81
Single Vision,2.09,1.56,Blue Cut,Retail,1,0,37,70,36,0,257.11
Progressive,-2.94,1.50,Standard,Retail,0,1,0,66,74,2,110.09
Single Vision,3.45,1.67,Photochromic,Franchise,0,0,23,83,28,1,255.12
Single Vision,-0.44,1.74,Standard,Hospital,0,1,20,31,92,3,157.42
Single Vision,-2.35,1.67,Standard,Hospital,0,1,3,46,33,0,65.87
Single Vision,-6.98,1.74,Blue Cut,Hospital,1,0,34,24,62,0,238.07
Progressive,-5.97,1.56,Blue Cut,Franchise,0,1,17,37,78,2,151.56
Progressive,-5.77,1.56,Blue Cut,Hospital,0,1,23,24,91,4,184.1
Single Vision,0.24,1.67,Blue Cut,Hospital,1,0,0,13,71,4,155.77
Single Vision,0.49,1.56,Photochromic,Hospital,0,0,34,61,89,2,299.12
Progressive,2.34,1.50,Blue Cut,Retail,0,1,1,17,83,4,108.29
Single Vision,3.61,1.67,Standard,Hospital,1,1,22,77,63,4,184.33
Single Vision,-5.46,1.67,Photochromic,Hospital,0,0,6,23,33,1,157.38
Single Vision,-6.5,1.50,Photochromic,Franchise,0,0,6,61,73,2,195.6
Single Vision,-3.54,1.50,Blue Cut,Retail,1,1,0,10,67,4,63.27
Single Vision,-6.89,1.67,Blue Cut,Retail,1,1,26,48,45,2,157.37
Bifocal,-2.78,1.56,Photochromic,Hospital,0,1,27,25,83,3,187.64
Single Vision,-3.28,1.50,Standard,Franchise,0,0,24,20,76,3,231.25
Progressive,1.27,1.67,Standard,Hospital,0,0,19,34,99,4,262.77
Bifocal,-3.93,1.67,Standard,Retail,1,1,17,28,21,4,148.1
Single Vision,-1.12,1.50,Photochromic,Retail,0,1,14,71,31,2,148.75
Single Vision,-3.68,1.56,Blue Cut,Hospital,0,1,17,59,25,4,172.72
Bifocal,-4.37,1.56,Photochromic,Franchise,1,1,26,70,85,3,201.69
Bifocal,-1.64,1.56,Blue Cut,Retail,0,1,6,62,85,2,118.49
Single Vision,3.0,1.56,Blue Cut,Franchise,0,1,16,32,59,0,91.25
Progressive,-7.93,1.67,Standard,Franchise,0,1,3,70,37,1,101.31
Bifocal,-5.17,1.67,Photochromic,Hospital,0,1,31,48,59,4,234.46
Single Vision,3.11,1.56,Blue Cut,Hospital,0,1,18,40,22,4,160.51
Single Vision,2.58,1.56,Standard,Retail,0,0,2,86,30,2,181.64
Single Vision,3.15,1.67,Photochromic,Franchise,1,1,5,98,73,3,136.41
Progressive,-7.47,1.50,Blue Cut,Hospital,0,1,36,70,39,0,203.68
Single Vision,0.01,1.74,Standard,Retail,0,1,2,57,59,1,84.95
Progressive,-3.79,1.67,Photochromic,Franchise,0,1,2,12,61,0,71.28
Bifocal,-5.21,1.56,Standard,Retail,0,1,27,75,47,0,170.84
Single Vision,-6.13,1.74,Photochromic,Franchise,0,1,22,36,27,3,182.12
Single Vision,-2.58,1.50,Standard,Hospital,0,1,26,56,85,3,187.57
Single Vision,0.99,1.50,Photochromic,Hospital,0,0,20,66,55,1,230.2
Bifocal,-0.27,1.67,Standard,Retail,0,1,24,16,24,4,172.31
Single Vision,-6.94,1.67,Standard,Franchise,0,1,9,47,77,3,116.65
Single Vision,-4.53,1.67,Photochromic,Retail,1,1,9,93,33,2,131.55
Progressive,-2.68,1.50,Standard,Franchise,0,0,6,29,34,4,206.55
Progressive,-4.05,1.67,Photochromic,Franchise,1,0,26,54,21,0,242.96
Single Vision,1.6,1.74,Blue Cut,Retail,0,0,35,65,58,0,280.76
Single Vision,1.85,1.74,Standard,Retail,0,1,0,66,47,3,112.3
Single Vision,-2.48,1.74,Standard,Hospital,0,0,14,68,45,0,211.72
Single Vision,-1.54,1.67,Photochromic,Retail,0,1,21,50,78,0,136.8
Single Vision,-1.29,1.56,Standard,Franchise,1,0,0,27,35,1,123.81
Progressive,2.48,1.56,Standard,Retail,1,0,12,55,91,0,200.04
Single Vision,2.48,1.67,Photochromic,Franchise,0,0,8,17,93,3,186.44
Progressive,3.68,1.50,Blue Cut,Retail,0,1,17,70,79,1,144.34
Progressive,1.18,1.74,Photochromic,Franchise,0,0,28,25,65,0,259.91
Progressive,-1.68,1.67,Blue Cut,Retail,0,1,18,51,80,3,156.81
Progressive,3.83,1.56,Standard,Hospital,1,0,19,57,46,3,244.76
Single Vision,-4.3,1.50,Standard,Hospital,1,1,25,93,80,2,186.15
Progressive,3.19,1.67,Blue Cut,Hospital,1,0,6,44,96,1,166.63
Progressive,-7.72,1.67,Blue Cut,Hospital,0,0,2,70,28,1,174.79
Single Vision,-1.84,1.67,Standard,Franchise,0,1,20,58,93,3,166.12
Single Vision,-7.13,1.56,Standard,Retail,0,0,28,62,81,4,278.22
Single Vision,-4.89,1.74,Blue Cut,Franchise,0,1,16,44,65,2,149.77
Bifocal,-3.12,1.50,Standard,Hospital,0,1,18,98,78,1,174.12
Progressive,-7.91,1.56,Standard,Hospital,0,1,9,50,34,1,102.32
Progressive,3.15,1.50,Standard,Retail,0,0,31,94,71,4,328.2
Single Vision,1.39,1.67,Standard,Franchise,0,0,24,88,37,3,271.21
Single Vision,-4.59,1.56,Photochromic,Franchise,0,0,30,83,65,3,311.55
Single Vision,-7.12,1.50,Blue Cut,Franchise,1,1,2,87,94,4,126.65
Single Vision,0.42,1.67,Standard,Franchise,0,1,3,94,44,3,138.32
Single Vision,0.56,1.50,Standard,Hospital,0,1,17,60,49,1,132.2
Single Vision,-3.85,1.50,Standard,Retail,0,0,39,97,63,3,342.88
Single Vision,-3.35,1.67,Standard,Retail,0,1,26,27,40,1,137.14
Progressive,3.57,1.56,Blue Cut,Retail,0,1,11,38,35,3,130.37
Progressive,3.39,1.67,Standard,Franchise,0,1,14,62,52,3,165.57
Progressive,-0.95,1.67,Photochromic,Retail,0,1,12,35,64,3,152.21
Progressive,-2.12,1.50,Standard,Franchise,0,1,19,63,42,1,148.59
Progressive,-6.57,1.50,Standard,Franchise,0,0,20,81,42,0,239.54
Bifocal,0.67,1.74,Blue Cut,Hospital,1,1,38,92,29,3,261.0
Bifocal,1.53,1.67,Standard,Franchise,1,1,12,77,69,4,157.79
Single Vision,-0.71,1.67,Photochromic,Retail,0,1,4,38,74,0,76.18
Bifocal,-0.16,1.74,Standard,Hospital,1,1,14,62,92,2,148.34
Single Vision,-6.64,1.56,Standard,Hospital,0,1,27,25,43,3,169.09
Single Vision,-7.78,1.67,Photochromic,Franchise,1,1,32,61,57,3,208.49
Progressive,1.36,1.67,Standard,Hospital,1,1,16,87,70,4,184.18
Single Vision,-5.2,1.74,Blue Cut,Franchise,0,0,11,10,71,4,212.07
Bifocal,-5.45,1.67,Blue Cut,Hospital,0,1,31,20,49,0,145.92
Single Vision,-6.47,1.67,Standard,Retail,0,0,34,52,24,2,283.23
Single Vision,1.37,1.67,Standard,Retail,1,0,3,79,70,0,153.76
Single Vision,-3.73,1.56,Photochromic,Retail,1,0,24,93,54,0,242.54
Single Vision,-4.68,1.56,Blue Cut,Hospital,1,1,34,43,20,0,151.95
Bifocal,-6.7,1.67,Standard,Retail,0,1,16,13,60,3,134.55
Progressive,2.74,1.67,Photochromic,Retail,0,0,21,29,23,3,259.91
Single Vision,0.06,1.67,Blue Cut,Franchise,0,0,15,49,57,3,215.32
Progressive,2.99,1.56,Photochromic,Hospital,0,1,16,99,21,1,166.85
Single Vision,0.47,1.50,Standard,Franchise,0,0,29,12,85,4,254.69
Single Vision,-6.81,1.50,Photochromic,Hospital,0,1,37,39,21,3,225.02
Single Vision,0.66,1.50,Standard,Hospital,0,0,12,68,66,1,204.5
Single Vision,-4.85,1.56,Standard,Hospital,0,0,1,77,68,0,160.43
Progressive,-5.63,1.67,Standard,Hospital,0,1,4,10,99,2,74.32
Progressive,-3.69,1.56,Standard,Franchise,0,1,7,81,40,4,149.47
Single Vision,3.5,1.56,Blue Cut,Franchise,0,1,20,46,31,1,133.83
Single Vision,0.54,1.74,Standard,Hospital,0,1,11,87,64,0,116.57
Bifocal,2.61,1.74,Standard,Retail,0,1,15,61,31,4,178.64
Single Vision,-4.5,1.50,Blue Cut,Hospital,1,0,0,72,54,2,162.58
Bifocal,-1.25,1.67,Standard,Franchise,0,1,22,27,26,3,154.5
Single Vision,0.26,1.74,Standard,Franchise,0,0,16,35,38,0,190.39
Single Vision,-0.09,1.50,Photochromic,Franchise,0,0,3,46,53,0,149.68
Single Vision,0.94,1.50,Standard,Franchise,0,0,23,49,51,0,215.71
Progressive,-2.01,1.56,Standard,Retail,0,1,18,23,90,1,119.61
Single Vision,-0.49,1.56,Standard,Hospital,0,1,27,98,20,3,210.56
Single Vision,-0.98,1.50,Photochromic,Retail,0,1,26,37,65,2,169.94
Single Vision,-2.18,1.67,Photochromic,Franchise,0,0,24,69,94,4,289.02
Bifocal,-4.31,1.74,Standard,Franchise,0,0,10,65,27,1,208.04
Single Vision,0.52,1.56,Photochromic,Franchise,0,1,2,95,67,0,102.89
Single Vision,-4.56,1.56,Blue Cut,Hospital,0,1,22,42,97,2,151.81
Single Vision,2.6,1.56,Standard,Hospital,0,0,23,37,93,4,249.31
Single Vision,-3.46,1.67,Standard,Franchise,1,1,13,58,69,2,121.1
Bifocal,0.05,1.56,Standard,Hospital,1,0,0,57,73,0,138.84
Progressive,-1.89,1.50,Standard,Franchise,0,1,33,66,48,4,253.58
Single Vision,-7.91,1.50,Standard,Retail,0,1,22,94,88,4,202.53
Single Vision,-0.81,1.74,Standard,Retail,0,1,3,13,96,2,81.59
Single Vision,0.35,1.67,Photochromic,Franchise,1,0,5,20,40,1,154.16
Single Vision,-1.79,1.67,Standard,Hospital,0,0,1,23,47,3,153.04
Progressive,-2.42,1.67,Photochromic,Franchise,0,1,0,54,91,4,130.54
Single Vision,-3.98,1.56,Standard,Retail,0,1,38,12,62,4,214.35
Single Vision,2.68,1.74,Blue Cut,Franchise,0,1,8,93,63,4,158.86
Progressive,-5.88,1.50,Blue Cut,Retail,0,1,30,69,70,0,180.86
Single Vision,-1.93,1.50,Standard,Hospital,0,0,32,61,50,4,306.21
Bifocal,2.96,1.50,Standard,Hospital,0,1,8,88,51,4,159.59
Progressive,-5.05,1.56,Blue Cut,Hospital,0,0,27,25,21,3,269.99
Single Vision,-2.38,1.56,Photochromic,Franchise,0,0,0,59,90,0,150.02
Progressive,-0.03,1.67,Blue Cut,Franchise,0,1,14,33,58,2,128.71
Single Vision,1.28,1.74,Standard,Retail,0,1,19,16,89,0,107.01
Single Vision,-1.17,1.67,Blue Cut,Franchise,0,1,24,65,40,1,155.8
Progressive,-0.35,1.56,Standard,Retail,0,1,7,25,67,2,103.74
Progressive,-4.12,1.50,Standard,Franchise,1,0,9,21,54,1,162.85
Single Vision,-6.16,1.56,Standard,Retail,1,0,39,16,56,0,234.41
Single Vision,-0.65,1.50,Standard,Retail,0,1,9,92,28,2,131.54
Progressive,-7.3,1.56,Blue Cut,Retail,0,0,35,16,29,4,300.09
Single Vision,1.62,1.50,Standard,Retail,0,0,5,46,32,0,146.28
Single Vision,-1.63,1.50,Blue Cut,Retail,0,1,2,76,33,0,74.44
Single Vision,-5.04,1.56,Standard,Retail,1,1,9,50,31,2,94.07
Progressive,-3.34,1.56,Standard,Retail,0,1,14,11,32,3,123.36
Single Vision,-0.61,1.67,Standard,Hospital,0,0,5,20,57,1,140.03
Single Vision,-2.54,1.56,Blue Cut,Retail,0,1,17,96,28,2,164.29
Progressive,-0.5,1.67,Standard,Franchise,0,1,3,19,68,2,88.73
Single Vision,-5.89,1.56,Standard,Franchise,0,0,18,32,69,0,189.5
Single Vision,1.82,1.50,Standard,Franchise,0,0,14,13,71,1,172.81
Single Vision,1.54,1.67,Blue Cut,Franchise,0,0,16,27,24,4,215.05
